Index,Xg,Yg,Zg
E294,-178.5429,122.98,-225.3646
E295,-173.1687,132.753,-224.3143
E296,-167.4623,142.282,-222.8384
E297,-161.4082,151.507,-220.8959
E298,-155.2998,160.673,-218.8756
E299,-149.2027,169.879,-216.8832
E300,-142.875,178.872,-214.5772
A277,-136.2457,187.527,-211.8346
A302,-131.7374,199.128,-208.081
A303,-120.9753,202.145,-210.1781
A304,-110.0511,204.803,-211.8916
A305,-99.6578,208.372,-214.5278
A306,-89.2452,212.371,-217.5937
A307,-78.1383,214.498,-218.704
A308,-66.693,215.491,-218.6525
A309,-55.3093,216.12,-218.2224
A310,-44.3216,216.577,-218.1561
A311,-31.5975,216.654,-218.3087
A312,-18.8908,216.209,-217.9092
A313,-6.3384,216.22,-217.9453
A314,6.3293,215.909,-217.6322
A315,18.8906,216.207,-217.9071
A316,31.465,215.745,-217.3927
A317,44.0944,215.467,-217.038
A318,54.722,213.825,-215.9049
A319,65.4633,211.518,-214.6209
A320,75.8517,208.221,-212.3038
A321,86.3966,205.593,-210.6485
A322,96.7585,202.31,-208.2865
A323,106.8269,198.802,-205.6837
A324,117.0641,195.61,-203.383
A325,127.136,192.173,-200.8131
B301,136.1601,187.409,-197.4382
B302,142.9125,179.586,-200.0191
B303,149.3377,171.182,-202.673
B304,155.4553,162.4,-204.8855
B305,161.4408,153.526,-206.919
B306,168.2452,145.194,-209.9166
B307,176.0397,137.617,-214.0673
B308,183.5787,129.486,-217.7557
B309,190.8367,120.899,-220.9853
B310,197.8992,112.266,-224.5316
B311,200.0295,98.851,-222.4729
B312,206.971,87.826,-225.7431
B313,212.3175,75.934,-227.1896
B314,216.5116,63.399,-227.3058
B315,221.1261,51.078,-227.8661
B316,225.0031,38.47,-227.6044
B317,228.107,25.725,-226.5327
B318,230.4804,14.683,-225.9134
B319,233.0455,3.267,-225.9155
B320,234.9261,-8.269,-225.2046
B321,236.1085,-19.8,-223.8059
B322,238.2645,-31.623,-223.2367
B323,238.5569,-43.144,-220.9406
B324,238.3056,-54.573,-218.1145
B325,239.0077,-66.226,-216.1447
C301,237.0467,-77.021,-212.4358
C302,229.6197,-85.908,-213.6617
C303,222.4247,-94.877,-215.7417
C304,214.9859,-103.69,-217.5303
C305,208.7319,-113.047,-220.4737
C306,201.8442,-122.271,-222.9113
C307,194.8337,-131.337,-225.1049
C308,186.8589,-139.803,-226.2076
C309,178.565,-147.957,-226.844
C310,170.0755,-155.487,-227.4066
C311,160.281,-164.259,-228.8344
C312,150.3254,-172.969,-230.0905
C313,140.2498,-181.599,-231.1839
C314,129.2416,-189.312,-230.9525
C315,117.3703,-195.286,-228.7643
C316,105.186,-200.33,-225.6082
C317,93.3019,-205.355,-222.5905
C318,83.4943,-210.399,-221.427
C319,72.1683,-211.955,-217.0336
C320,61.6009,-215.054,-214.3131
C321,50.9591,-217.158,-210.6956
C322,40.4172,-219.361,-207.1687
C323,30.3335,-222.929,-205.043
C324,20.1643,-225.881,-202.327
C325,10.0484,-229.002,-199.7682
D301,0,-231.706,-197.4871
D302,-10.0562,-229.178,-199.9219
D303,-20.1818,-226.077,-202.5031
D304,-30.2779,-222.52,-204.6673
D305,-40.3308,-218.892,-206.7259
D306,-50.471,-215.078,-208.6774
D307,-60.4559,-211.057,-210.3296
D308,-70.471,-206.97,-211.9293
D309,-80.5568,-202.997,-213.6366
D310,-90.1046,-198.318,-214.9624
D311,-100.8783,-192.126,-216.369
D312,-111.3558,-185.279,-217.0416
D313,-121.938,-178.614,-217.9012
D314,-132.4467,-171.495,-218.3214
D315,-142.5452,-164.017,-218.182
D316,-152.2032,-155.981,-217.3017
D317,-161.6743,-147.806,-216.1735
D318,-169.9326,-140.805,-215.8777
D319,-177.842,-133.057,-215.2918
D320,-186.1918,-125.512,-215.1204
D321,-194.2394,-117.665,-214.5127
D322,-201.7008,-109.239,-213.047
D323,-209.3807,-100.986,-211.8588
D324,-216.9393,-92.537,-210.4211
D325,-224.0578,-83.827,-208.4863
E301,-230.5726,-74.917,-206.6339
E302,-230.7168,-63.929,-208.6469
E303,-230.3801,-52.758,-210.8604
E304,-230.4439,-41.677,-213.4267
E305,-230.6454,-30.612,-216.0982
E306,-230.2817,-19.312,-218.2827
E307,-229.6363,-8.083,-220.1336
E308,-228.1732,3.199,-221.1923
E309,-226.0862,14.403,-221.6063
E310,-223.2933,25.182,-221.7523
E311,-220.8043,37.752,-223.357
E312,-217.6714,50.28,-224.3061
E313,-214.6701,62.86,-225.3725
E314,-210.7834,75.385,-225.5481
E315,-205.8356,87.344,-224.5047
E316,-200.5004,99.084,-222.9967
E317,-195.5446,110.93,-221.8601
E318,-190.4647,120.663,-220.5545
E319,-185.0624,130.533,-219.5157
E320,-179.8446,140.591,-218.6941
E321,-173.7965,149.984,-216.8428
E322,-167.9015,159.669,-215.1996
E323,-161.789,169.016,-213.2332
E324,-155.4672,178.208,-210.9916
E325,-148.9959,187.23,-208.5334
A301,-142.3842,195.976,-206.4635
A327,-137.96,207.961,-202.7372
A328,-127.3712,211.329,-204.6221
A329,-116.4715,214.373,-206.7466
A330,-105.4502,217.079,-208.549
A331,-94.9399,221.141,-211.589
A332,-83.7188,223.649,-213.1386
A333,-72.3424,225.339,-213.8243
A334,-60.938,226.671,-214.1768
A335,-49.7765,227.289,-214.3205
A336,-38.5129,226.801,-213.4262
A337,-25.6309,226.653,-213.3846
A338,-12.8049,225.771,-212.651
A339,0,226.089,-212.9503
A340,12.8046,225.768,-212.6474
A341,25.5128,225.609,-212.4013
A342,38.3917,226.087,-212.7546
A343,49.3582,225.379,-212.5194
A344,59.9957,223.166,-210.8647
A345,70.4884,219.564,-208.3442
A346,80.8695,216.037,-205.8844
A347,91.3367,212.748,-203.5588
A348,101.4762,208.898,-200.6896
A349,111.5381,205.293,-197.9894
A350,121.2931,201.244,-194.8576
A351,130.8782,197.286,-192.3304
B326,139.7821,192.394,-188.8869
B327,146.685,184.806,-191.6762
B328,153.3484,176.894,-194.1436
B329,159.8167,168.505,-196.8066
B330,165.6677,159.477,-198.7131
B331,171.5353,150.352,-200.5475
B332,177.4549,141.268,-202.4412
B333,184.0846,132.76,-205.0572
B334,191.7357,124.742,-208.7226
B335,198.6543,116.33,-212.0484
B336,203.4123,106.511,-213.0214
B337,208.376,94.752,-214.142
B338,210.6489,81.901,-212.535
B339,218.5334,71.007,-216.4268
B340,222.999,58.728,-216.8532
B341,228.9015,46.771,-218.5614
B342,233.3697,34.306,-218.8355
B343,237.9304,23.527,-220.2295
B344,239.7926,12.368,-219.0968
B345,241.5887,0.849,-218.2727
B346,242.9659,-10.703,-217.0631
B347,244.0401,-22.358,-215.4601
B348,247.5363,-34.388,-215.9617
B349,247.9428,-46.024,-213.703
B350,247.7585,-57.555,-210.9338
B351,246.9794,-68.773,-208.2741
C326,246.6649,-80.146,-206.0013
C327,237.9293,-88.673,-206.2758
C328,229.0606,-96.861,-206.2424
C329,222.7312,-106.161,-209.0925
C330,217.1117,-115.882,-212.6681
C331,211.8569,-126.117,-216.7721
C332,204.6726,-135.354,-219.0079
C333,197.5286,-144.576,-221.1594
C334,189.1012,-152.871,-221.8827
C335,179.839,-159.933,-221.6818
C336,171.8502,-168.068,-223.0067
C337,161.865,-176.942,-224.3423
C338,152.2737,-186.399,-226.3401
C339,141.2954,-194.476,-226.417
C340,129.9571,-202.01,-225.8811
C341,117.544,-207.351,-222.9773
C342,105.1945,-212.261,-219.7822
C343,95.0269,-217.02,-218.224
C344,84.0577,-219.522,-214.4925
C345,72.8836,-221.658,-210.813
C346,62.1076,-224.294,-207.7209
C347,51.2843,-226.364,-204.0646
C348,40.646,-228.394,-200.4677
C349,30.3586,-231.09,-197.5149
C350,20.2123,-234.714,-195.3655
C351,10.1145,-237.38,-193.0174
D326,0,-239.658,-190.3538
D327,-10.0514,-235.898,-191.8123
D328,-20.0947,-233.348,-194.2285
D329,-30.2229,-230.057,-196.632
D330,-40.338,-226.664,-198.949
D331,-50.4634,-222.74,-200.7981
D332,-60.6429,-219.004,-202.8221
D333,-70.9967,-215.92,-205.3552
D334,-81.3565,-212.468,-207.5998
D335,-90.7063,-207.152,-208.3019
D336,-100.6534,-203.098,-210.2945
D337,-111.279,-196.3,-211.0928
D338,-121.8758,-189.448,-211.8347
D339,-132.412,-182.249,-212.1819
D340,-142.7514,-174.742,-212.1863
D341,-152.6111,-166.826,-211.5166
D342,-162.2625,-158.691,-210.5648
D343,-170.7114,-151.816,-210.4305
D344,-179.0371,-144.735,-210.074
D345,-187.2017,-137.018,-209.5971
D346,-195.6382,-129.379,-209.3407
D347,-203.5556,-121.175,-208.2782
D348,-211.0642,-112.654,-206.7443
D349,-218.7135,-104.246,-205.3208
D350,-226.103,-95.611,-203.5794
D351,-232.5087,-86.653,-201.5763
E326,-239.1868,-77.716,-199.756
E327,-240.2681,-66.904,-202.6145
E328,-241.0647,-56,-205.235
E329,-241.5638,-44.84,-208.2048
E330,-240.964,-33.475,-210.2278
E331,-240.3801,-22.023,-212.2287
E332,-240.1467,-10.579,-214.5444
E333,-238.9697,0.84,-215.9064
E334,-236.4889,12.197,-216.0783
E335,-233.5419,23.093,-216.1675
E336,-231.095,33.972,-216.7025
E337,-228.1587,46.619,-217.8521
E338,-225.1477,59.294,-218.9426
E339,-221.5925,72.001,-219.4563
E340,-217.0695,84.397,-219.013
E341,-212.4202,96.591,-218.2981
E342,-206.9985,108.389,-216.7771
E343,-202.2931,118.461,-215.9326
E344,-197.3361,128.385,-214.8192
E345,-192.1831,138.6,-214.0784
E346,-186.3886,148.38,-212.6327
E347,-180.8725,158.536,-211.4639
E348,-174.8818,168.346,-209.765
E349,-168.7752,177.951,-207.8385
E350,-162.4577,187.402,-205.6763
E351,-155.9827,196.52,-203.8257
A326,-149.2104,205.371,-201.6272
A353,-144.7766,217.683,-197.7371
A354,-133.4251,220.206,-198.8877
A355,-122.7396,223.574,-200.8256
A356,-111.9497,227.143,-203.4378
A357,-100.5932,229.73,-205.0508
A358,-89.4246,232.737,-207.062
A359,-77.9223,234.732,-208.1898
A360,-66.4605,236.48,-208.9618
A361,-55.296,237.796,-209.7484
A362,-43.8885,237.756,-209.3625
A363,-32.6187,237.587,-208.8809
A364,-19.5753,237.379,-208.842
A365,-6.5055,236.583,-208.1173
A366,6.5718,238.995,-210.2391
A367,20.0327,242.926,-213.7218
A368,33.3746,243.093,-213.7218
A369,44.8023,242.707,-213.7218
A370,56.3435,242.301,-213.7218
A371,67.9744,241.867,-213.7218
A372,77.5068,233.48,-207.0796
A373,86.208,224.366,-199.6141
A374,96.1693,219.628,-196.0331
A375,105.7959,214.657,-192.2548
A376,115.7626,210.865,-189.4099
A377,124.8487,206.052,-186.1034
A378,134.2224,201.814,-183.3221
B352,143.5756,197.616,-180.5937
B353,150.4964,190.065,-183.3674
B354,157.3807,182.405,-186.097
B355,163.6167,174.029,-188.082
B356,169.6692,165.209,-190.2492
B357,175.6948,156.25,-192.2418
B358,181.6363,147.183,-194.1542
B359,187.5323,138.081,-196.0318
B360,195.5635,130.413,-199.959
B361,201.3751,121.433,-202.0287
B362,206.8385,112.112,-203.73
B363,209.0286,101.127,-202.2532
B364,213.2434,89.264,-202.6939
B365,217.3804,77.3,-202.8791
B366,224.7728,66.261,-206.063
B367,229.4665,54.184,-206.731
B368,234.7905,42.173,-207.777
B369,239.1147,31.656,-208.8673
B370,244.8481,21.032,-211.1311
B371,247.249,9.942,-210.4991
B372,246.8982,-1.569,-207.8332
B373,250.3191,-13.198,-208.1762
B374,253.6157,-25.078,-208.3737
B375,256.113,-37.074,-207.8967
B376,256.6984,-48.811,-205.7456
B377,257.5336,-60.461,-204.3425
B378,257.2978,-71.969,-202.081
C352,255.1775,-82.912,-198.3703
C353,247.2169,-91.806,-199.4633
C354,237.9125,-99.95,-199.3363
C355,229.6934,-108.25,-199.9391
C356,220.9142,-116.293,-200.5634
C357,217.9073,-127.603,-206.4661
C358,214.836,-139.418,-212.6962
C359,207.2117,-148.544,-214.611
C360,199.0492,-157.213,-215.7715
C361,190.2589,-164.861,-216.2856
C362,181.3648,-172.356,-216.6602
C363,173.2067,-180.508,-217.8982
C364,163.879,-190.431,-220.2874
C365,153.6382,-199.682,-221.5504
C366,141.922,-207.078,-220.756
C367,129.4946,-213.1,-218.6408
C368,117.1012,-218.552,-215.9636
C369,106.7003,-223.288,-214.2982
C370,95.7381,-226.541,-211.2947
C371,84.5937,-228.656,-207.3976
C372,73.5211,-231.267,-204.2725
C373,62.3563,-233.014,-200.3259
C374,51.6093,-235.662,-197.2498
C375,40.8501,-237.407,-193.5274
C376,30.4263,-239.715,-190.2662
C377,20.3457,-242.905,-188.2917
C378,10.1856,-245.8,-186.0741
D352,0,-247.998,-183.3537
D353,-10.1258,-244.357,-184.9821
D354,-20.1545,-240.622,-186.522
D355,-30.1236,-237.331,-188.3735
D356,-40.3583,-234.549,-191.1978
D357,-50.7331,-231.661,-193.901
D358,-61.0931,-228.294,-196.2677
D359,-71.5339,-225.016,-198.7511
D360,-82.0703,-221.835,-201.211
D361,-91.7835,-217.183,-202.5668
D362,-101.4249,-212.248,-203.703
D363,-110.7395,-206.678,-204.2311
D364,-121.3393,-199.679,-204.8713
D365,-131.9754,-192.565,-205.2844
D366,-142.5747,-185.303,-205.5965
D367,-152.9746,-177.76,-205.6296
D368,-162.8416,-169.706,-204.8587
D369,-171.1904,-162.687,-204.5058
D370,-179.4883,-155.528,-204.0416
D371,-188.1406,-148.597,-203.9465
D372,-196.8869,-141.142,-203.9175
D373,-205.4577,-133.332,-203.4114
D374,-212.7219,-124.566,-201.5529
D375,-220.2639,-115.951,-199.973
D376,-227.8247,-107.369,-198.3124
D377,-234.5492,-98.537,-196.5184
D378,-240.8712,-89.449,-194.3434
E352,-246.9563,-80.241,-191.9792
E353,-248.1599,-69.413,-194.9041
E354,-249.8867,-58.666,-198.275
E355,-251.4614,-47.815,-201.5482
E356,-251.8136,-36.452,-204.4068
E357,-252.2285,-24.941,-207.234
E358,-251.7188,-13.272,-209.3403
E359,-249.8561,-1.588,-210.323
E360,-246.7851,9.923,-210.1041
E361,-244.3637,20.99,-210.7133
E362,-242.043,32.043,-211.4252
E363,-239.5573,43.029,-211.9954
E364,-235.3179,55.565,-212.0027
E365,-232.106,68.423,-212.7857
E366,-227.8045,81.007,-212.6078
E367,-223.2791,93.465,-212.2331
E368,-218.6144,105.764,-211.5282
E369,-214.1628,116.082,-210.9441
E370,-208.9539,126.003,-209.6321
E371,-204.7553,136.543,-209.3573
E372,-199.3978,146.818,-208.4351
E373,-193.6689,156.933,-207.0161
E374,-188.2005,167.372,-205.9253
E375,-181.9301,177.147,-203.9972
E376,-175.8106,186.999,-202.0993
E377,-169.3549,196.284,-200.2561
E378,-162.5597,205.3,-198.0655
A352,-155.891,214.566,-196.0843
A380,-151.2806,226.95,-191.8313
A381,-140.1943,230.226,-193.696
A382,-129.1107,233.322,-195.4173
A383,-118.201,236.596,-197.2922
A384,-106.8639,239.662,-199.3313
A385,-96.9571,246.321,-198.8358
A386,-83.7953,244.598,-202.4201
A387,-72.1677,246.634,-203.6089
A388,-60.9101,248.34,-204.7389
A389,-49.5093,249.294,-205.2485
A390,-38.3729,251.668,-206.9269
A391,-27.7917,260.276,-213.7218
A392,-13.8723,260.276,-213.7218
A393,0,260.275,-213.7218
A394,13.8723,260.276,-213.7218
A395,27.7917,260.276,-213.7218
A396,39.633,259.932,-213.7218
A397,51.5532,259.586,-213.7218
A398,63.5132,258.954,-213.4888
A399,75.1048,256.671,-211.8954
A400,86.635,252.887,-209.2797
A401,93.951,238.684,-198.0158
A402,100.8781,226.238,-188.1662
A403,110.3674,220.916,-184.2169
A404,119.4464,215.858,-180.7898
A405,128.5224,211.058,-177.5698
A406,137.8644,206.823,-174.8189
B379,147.2529,202.677,-172.1428
B380,154.1958,195.154,-174.9309
B381,161.032,187.476,-177.5916
B382,167.2592,179.102,-179.5849
B383,173.4486,170.724,-181.5484
B384,179.6857,161.971,-183.7623
B385,185.8685,153.141,-185.9124
B386,192.506,144.594,-188.4909
B387,200.9175,137.109,-192.7279
B388,206.4865,127.932,-194.4938
B389,211.0548,118.113,-195.3112
B390,214.8788,107.929,-195.454
B391,219.1063,97.988,-195.9746
B392,221.5044,85.254,-194.6162
B393,227.0652,73.779,-196.0471
B394,230.1525,61.451,-195.3301
B395,234.7627,49.495,-195.8966
B396,238.1946,39.137,-196.2077
B397,245.0391,29.078,-199.2694
B398,251.9329,18.586,-202.2702
B399,253.6202,7.483,-201.0384
B400,257.7211,-4.096,-201.7944
B401,261.4837,-15.927,-202.2306
B402,265.6194,-28.067,-202.8944
B403,267.4569,-40.192,-201.754
B404,267.8365,-51.86,-199.9234
B405,267.9163,-63.526,-197.8588
B406,267.9445,-75.249,-195.7432
C379,263.9038,-85.748,-190.6703
C380,255.683,-94.647,-191.7541
C381,247.4466,-103.31,-192.6868
C382,237.1852,-110.811,-191.8496
C383,229.5046,-119.236,-192.9297
C384,223.3427,-128.781,-195.8399
C385,219.2369,-139.746,-200.7021
C386,217.0306,-152.47,-207.6517
C387,208.9746,-161.455,-209.2385
C388,199.8889,-169.033,-209.6054
C389,191.2127,-176.862,-210.3391
C390,183.1439,-185.271,-211.7529
C391,175.2499,-193.987,-213.454
C392,165.5527,-204.069,-215.471
C393,154.201,-212.239,-215.4194
C394,142.099,-219.239,-214.2284
C395,129.6027,-225.338,-212.249
C396,118.7334,-229.74,-210.2048
C397,107.6698,-233.368,-207.5472
C398,96.1349,-235.345,-203.5563
C399,85.0492,-237.664,-200.0035
C400,73.3773,-238.674,-195.4889
C401,62.1603,-240.108,-191.4661
C402,51.9345,-245.001,-190.2448
C403,41.1494,-247.124,-186.8849
C404,30.824,-249.54,-184.2598
C405,20.5422,-251.964,-181.6587
C406,10.2717,-254.28,-178.9886
D379,0,-256.248,-176.0776
D380,-10.2115,-252.79,-177.9392
D381,-20.2743,-248.679,-179.2902
D382,-30.3141,-245.412,-181.2121
D383,-40.4911,-243.171,-183.8953
D384,-50.9678,-240.441,-186.7036
D385,-61.4254,-237.269,-189.2025
D386,-71.9753,-234.114,-191.7535
D387,-82.3807,-230.207,-193.7282
D388,-92.3222,-226.012,-195.4832
D389,-102.0268,-221.137,-196.6696
D390,-112.0573,-216.823,-198.3854
D391,-121.436,-211.139,-198.8746
D392,-131.7442,-203.263,-198.6175
D393,-142.1869,-195.703,-198.6356
D394,-152.6475,-188.162,-198.6746
D395,-163.7232,-181.228,-199.4144
D396,-172.0463,-174.043,-198.9209
D397,-180.4704,-166.926,-198.5223
D398,-188.5189,-159.418,-197.6827
D399,-197.4357,-152.54,-197.685
D400,-206.5399,-145.1,-197.6144
D401,-214.7579,-136.891,-196.6018
D402,-221.0846,-127.479,-193.8599
D403,-229.1326,-119.043,-192.617
D404,-235.4688,-110.009,-190.4613
D405,-241.9084,-100.998,-188.3742
D406,-248.5276,-91.998,-186.3879
E379,-256.8415,-83.453,-185.5678
E380,-257.8033,-72.401,-188.3348
E381,-259.425,-61.512,-191.5879
E382,-260.9765,-50.532,-194.8028
E383,-262.5552,-39.455,-198.0564
E384,-264.1836,-27.915,-201.7977
E385,-264.8803,-16.134,-204.8576
E386,-264.4399,-4.203,-207.0551
E387,-260.0661,7.674,-206.148
E388,-257.3797,18.988,-206.6432
E389,-252.9945,30.022,-205.7388
E390,-250.9051,41.226,-206.6777
E391,-247.8623,52.257,-206.8275
E392,-243.5062,65.016,-206.6633
E393,-239.1189,77.695,-206.4542
E394,-234.5843,90.288,-206.1084
E395,-230.1043,102.907,-205.8116
E396,-225.6931,113.361,-205.2907
E397,-221.1344,123.754,-204.6389
E398,-216.3684,134.054,-203.8018
E399,-212.0776,144.725,-203.4332
E400,-207.0059,155.485,-202.6885
E401,-201.6741,166.163,-201.7217
E402,-195.2289,175.982,-199.6582
E403,-188.7873,185.822,-197.6034
E404,-182.5783,195.506,-196.0329
E405,-175.8447,204.721,-193.9275
E406,-169.0308,213.929,-191.7607
A379,-162.4131,223.543,-189.8654
A407,-135.5324,243.248,-189.5167
A408,-124.0469,245.861,-190.9014
A409,-112.9731,248.908,-192.7307
A410,-101.3139,251.609,-194.492
A411,-89.7002,254.423,-196.3266
A432,-84.1901,267.992,-192.2657
A412,-78.0191,256.958,-197.9245
A433,-73.9805,275.038,-197.1107
A413,-66.811,259.436,-199.5199
A434,-63.0792,280.942,-201.1322
A414,-56.5399,266.864,-205.0461
A435,-50.8708,282.152,-201.8722
A415,-45.2247,271.342,-208.2857
A436,-38.6883,283.358,-202.6105
A416,-33.2163,272.228,-208.7437
A437,-26.5697,284.11,-203.079
A417,-21.2956,273.011,-209.2361
A438,-14.4326,284.445,-203.2488
A418,-7.113,273.457,-209.6028
A439,0,284.631,-203.3819
A419,7.1068,273.219,-209.4205
A440,14.4399,284.589,-203.3514
A420,21.2894,272.932,-209.1757
A441,26.565,284.06,-203.0428
A421,33.2525,272.524,-208.9712
A442,38.6608,283.157,-202.4666
A422,45.2488,271.487,-208.3968
A443,50.8808,282.207,-201.9118
A423,57.2809,270.361,-207.7337
A444,63.1211,281.129,-201.2657
A424,69.3092,269.136,-206.9803
A445,74.9644,278.695,-199.7323
A425,81.002,266.782,-205.4917
A446,87.0171,276.991,-198.7218
A426,93.1635,264.246,-203.9067
A427,103.3761,256.731,-198.4508
A428,105.7939,233.09,-180.483
A429,114.8609,227.655,-176.7646
A430,124.2209,222.947,-173.6997
B407,170.7767,183.943,-170.8272
B408,177.1724,175.773,-173.0089
B409,183.3321,167.477,-175.0798
B410,189.5937,158.71,-177.2925
B411,199.9878,153.018,-183.2569
B432,213.8224,152.182,-179.6335
B412,207.7814,144.895,-186.7017
B433,220.7701,143.673,-182.294
B413,213.514,135.717,-188.4204
B434,224.5885,133.111,-182.3664
B414,218.0146,125.68,-189.1551
B435,227.9372,122.324,-182.1465
B415,221.6921,115.222,-189.1761
B436,231.3262,111.702,-181.9918
B416,224.8315,104.634,-188.7564
B437,234.2487,101.091,-181.5726
B417,228.3013,94.38,-188.7596
B438,238.0482,90.924,-181.8481
B418,231.3681,81.887,-188.0583
B439,241.6689,78.523,-181.5704
B419,235.3461,69.758,-188.0853
B440,244.2977,65.895,-180.5686
B420,238.8238,57.513,-187.6978
B441,248.6818,55.848,-181.391
B421,242.0647,47.243,-187.725
B442,252.8165,45.604,-182.0011
B422,246.7033,37.035,-188.8891
B443,257.019,35.114,-182.6539
B423,253.1531,26.777,-191.3493
B444,262.551,24.566,-184.2008
B424,259.245,16.123,-193.4473
B445,266.7023,13.719,-184.821
B425,264.4571,5.126,-194.9516
B446,273.05,2.668,-186.8985
B426,267.8537,-6.644,-194.991
B427,273.3151,-18.79,-196.4421
B428,277.9786,-31.239,-197.2308
B429,278.8439,-43.031,-195.5892
B430,279.1501,-54.896,-193.627
C407,247.4182,-114.713,-185.6102
C408,238.698,-122.817,-186.0899
C409,231.5526,-131.475,-187.7451
C410,227.5105,-142.535,-192.5069
C411,225.8196,-155.661,-199.6017
C432,229.961,-170.533,-195.9539
C412,219.3581,-165.961,-202.7339
C433,220.9103,-178.536,-196.5735
C413,210.1567,-173.601,-203.0104
C434,211.1011,-185.753,-196.4199
C414,200.1811,-180.482,-202.598
C435,202.555,-194.104,-197.5375
C415,192.0099,-188.934,-203.964
C436,194.4988,-203,-199.1755
C416,184.6692,-198.333,-206.2704
C437,186.5733,-212.052,-201.0128
C417,176.8478,-207.353,-208.233
C438,178.4834,-221.159,-202.8113
C418,166.9262,-217.62,-210.1542
C439,167.5422,-230.602,-203.6743
C419,154.7644,-225.1,-209.3125
C440,154.7125,-237.37,-202.1988
C420,142.139,-231.588,-207.6236
C441,142.5305,-240.456,-198.9338
C421,130.7225,-235.409,-204.9559
C442,129.4848,-241.233,-193.9679
C422,119.3012,-238.889,-202.1812
C443,117.5097,-243.301,-190.2488
C423,107.7152,-241.503,-198.7695
C444,106.3108,-246.314,-187.3994
C424,95.8458,-242.589,-194.2603
C445,95.1436,-248.574,-184.2023
C425,84.1587,-242.894,-189.4641
C446,84.2367,-250.886,-181.1406
C426,72.822,-244.601,-185.7307
C427,61.6744,-246.133,-181.9455
C428,51.1049,-249.23,-179.3838
C429,41.3628,-254.614,-178.8188
C430,30.9885,-257.037,-176.2054
D407,-30.6009,-253.823,-174.0015
D408,-40.8178,-251.26,-176.4627
D409,-51.1099,-249.254,-179.4014
D410,-61.7924,-246.604,-182.2936
D411,-72.5782,-243.782,-185.1088
D432,-83.7322,-249.384,-180.0559
D412,-83.0641,-239.735,-186.9999
D433,-94.4495,-246.761,-182.8586
D413,-93.0607,-235.54,-188.6154
D434,-104.6773,-242.529,-184.52
D414,-103.001,-230.934,-190.0703
D435,-114.8543,-237.803,-185.9496
D415,-113.147,-226.566,-191.7516
D436,-124.7847,-232.477,-186.9271
D416,-122.8225,-221.183,-192.5697
D437,-133.5878,-225.369,-186.4523
D417,-131.7681,-214.69,-192.4748
D438,-142.3984,-218.477,-186.1051
D418,-141.9851,-206.512,-192.029
D439,-153.0541,-210.66,-186.0617
D419,-153.2556,-199.798,-192.9434
D440,-164.3419,-203.637,-186.7423
D420,-163.5673,-191.781,-192.5955
D441,-172.7565,-196.349,-186.1267
D421,-172.7435,-185.525,-192.9497
D442,-181.5462,-189.481,-185.9114
D422,-180.9455,-178.047,-192.2107
D443,-189.3213,-181.423,-184.6316
D423,-188.9735,-170.378,-191.2551
D444,-197.7316,-173.989,-183.9802
D424,-197.4843,-163.133,-190.7689
D445,-206.9898,-167.286,-184.1866
D425,-206.9228,-156.552,-191.241
D446,-216.0263,-160.2,-184.0799
D426,-215.1119,-148.28,-190.1371
D427,-222.3693,-139.314,-188.1567
D428,-230.1089,-130.655,-186.5745
D429,-236.7375,-121.808,-184.5614
D430,-242.5508,-112.456,-181.9587
E407,-271.3261,-53.357,-188.2001
E408,-273.8621,-42.262,-192.0949
E409,-276.9519,-31.123,-196.5023
E410,-277.7599,-19.096,-199.6367
E432,-286.8373,2.803,-196.3357
E411,-276.6236,-6.861,-201.3753
E433,-283.0354,14.56,-196.1396
E412,-274.4672,5.32,-202.3308
E434,-279.3777,26.141,-196.0061
E413,-270.5292,16.825,-201.8675
E435,-275.6001,37.653,-195.8588
E414,-266.949,28.236,-201.7772
E436,-271.7892,49.027,-195.6594
E415,-262.9529,39.474,-201.3306
E437,-267.3811,60.048,-195.0305
E416,-259.187,50.585,-201.0036
E438,-263.6568,71.117,-194.8775
E417,-255.9042,61.626,-201.1217
E439,-259.0817,84.181,-194.653
E418,-251.3559,74.503,-200.88
E440,-253.6921,96.9,-193.7987
E419,-246.7183,87.32,-200.535
E441,-248.953,107.436,-192.9703
E420,-241.758,99.943,-199.8856
E442,-243.8801,117.764,-191.8684
E421,-237.8559,110.696,-199.6909
E443,-239.644,128.607,-191.5015
E422,-233.3278,121.27,-199.1051
E444,-234.9885,139.275,-190.8112
E423,-228.4216,131.679,-198.1844
E445,-230.6659,150.113,-190.4651
E424,-224.1248,142.462,-197.7842
E446,-226.1954,160.988,-190.0281
E425,-219.1292,152.808,-196.8982
E426,-213.856,163.629,-195.9649
E427,-208.1197,174.219,-194.6166
E428,-202.1337,184.653,-193.0351
E429,-195.6709,194.126,-191.0728
E430,-189.1979,203.784,-189.2538
